fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-09-06,Subidas,1Aubameyang,DL,Deportivo,71620053,+2359093,+3.4
2026-09-06,Subidas,2Gordon,DL,Barcelona,77571860,+2012577,+2.7
2026-09-06,Subidas,3Raphinha,DL,Barcelona,127336088,+1659561,+1.3
2026-09-06,Subidas,4Kang-In Lee,MC,Atlético,67544121,+1620401,+2.5
2026-09-06,Subidas,5Arda Güler,MC,Real Madrid,78726765,+1396139,+1.8
2026-09-06,Subidas,6Á. Valles,PT,Real Betis,43148521,+1379148,+3.3
2026-09-06,Subidas,7Xavi Espart,DF,Barcelona,9079943,+1322661,+17.1
2026-09-06,Subidas,8Álex Baena,MC,Atlético,66125890,+1261501,+1.9
2026-09-06,Subidas,9Huijsen,DF,Real Madrid,52066321,+1214030,+2.4
2026-09-06,Subidas,10Bellingham,MC,Real Madrid,115309702,+1133923,+1.0
2026-09-06,Subidas,11Lamine Yamal,DL,Barcelona,128424291,+1082941,+0.9
2026-09-06,Subidas,12Fran García,DF,Real Betis,20196012,+1032807,+5.4
2026-09-06,Subidas,13Roberto,DL,Espanyol,22190421,+1017641,+4.8
2026-09-06,Subidas,14Marc Bernal,MC,Barcelona,15664996,+929361,+6.3
2026-09-06,Subidas,15Tenaglia,DF,Alavés,31107903,+921799,+3.1
2026-09-06,Subidas,16Budimir,DL,Osasuna,53275137,+866923,+1.7
2026-09-06,Subidas,17Catena,DF,Osasuna,36608063,+814503,+2.3
2026-09-06,Subidas,18Adama Traoré,DL,Deportivo,15228330,+771948,+5.3
2026-09-06,Subidas,19Ionut Radu,PT,Celta,35742976,+770485,+2.2
2026-09-06,Subidas,20Ryan,PT,Levante,21107826,+706638,+3.5
2026-09-06,Subidas,Iñigo Vicente,DL,Racing,27523351,+696292,+2.6
2026-09-06,Subidas,Riquelme,MC,Real Betis,12775764,+673854,+5.6
2026-09-06,Subidas,David Soria,PT,Getafe,33813281,+642024,+1.9
2026-09-06,Subidas,Barrios,MC,Atlético,53860670,+619659,+1.2
