fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-08-09,Subidas,1Joan García,PT,Barcelona,57749365,+2505022,+4.5
2026-08-09,Subidas,2Cucurella,DF,Real Madrid,80193172,+2291923,+2.9
2026-08-09,Subidas,3Bernardo Silva,MC,Real Madrid,44401859,+1705906,+4.0
2026-08-09,Subidas,4Moleiro,MC,Villarreal,60807485,+1412317,+2.4
2026-08-09,Subidas,5Konaté,DF,Real Madrid,44278510,+1376360,+3.2
2026-08-09,Subidas,6Vini Jr.,DL,Real Madrid,99874515,+1292732,+1.3
2026-08-09,Subidas,7Aubameyang,DL,Deportivo La Coruna,24709397,+1276226,+5.4
2026-08-09,Subidas,8C. Romero,DF,Villarreal,38315175,+1199466,+3.2
2026-08-09,Subidas,9Lookman,DL,Atletico Madrid,77090190,+1166847,+1.5
2026-08-09,Subidas,10Chupe,DL,Malaga,52462790,+1123045,+2.2
2026-08-09,Subidas,11Leo Román,PT,Deportivo La Coruna,32507039,+950216,+3.0
2026-08-09,Subidas,12Á. Valles,PT,Real Betis,28623873,+874918,+3.2
2026-08-09,Subidas,13Larrubia,MC,Malaga,54556825,+865593,+1.6
2026-08-09,Subidas,14Mikautadze,DL,Villarreal,57010889,+855313,+1.5
2026-08-09,Subidas,15Gueye,MC,Villarreal,45422721,+849251,+1.9
2026-08-09,Subidas,16Hancko,DF,Atletico Madrid,33711257,+843714,+2.6
2026-08-09,Subidas,17Gerard Martín,DF,Barcelona,30539225,+823839,+2.8
2026-08-09,Subidas,18Dmitrovic,PT,Espanyol,35119026,+760129,+2.2
2026-08-09,Subidas,19Sergio Herrera,PT,Osasuna,38432847,+758810,+2.0
2026-08-09,Subidas,20Comesaña,MC,Villarreal,29962109,+705259,+2.4
2026-08-09,Subidas,Etta Eyong,DL,Levante,23358315,+678150,+3.0
2026-08-09,Subidas,Sivera,PT,Alaves,29360966,+660883,+2.3
2026-08-09,Subidas,Boyomo,DF,Osasuna,25741457,+562157,+2.2
2026-08-09,Subidas,Raphinha,DL,Barcelona,70140483,+489929,+0.7
2026-08-09,Subidas,Ionut Radu,PT,Celta Vigo,39681613,+450302,+1.1
2026-08-09,Subidas,Lamine Yamal,DL,Barcelona,128339906,+448495,+0.4
2026-08-09,Subidas,Affengruber,DF,Elche,32762627,+435668,+1.3
2026-08-09,Subidas,Mouriño,DF,Villarreal,38780928,+422184,+1.1
2026-08-09,Subidas,Vlachodimos,PT,Sevilla,15360863,+400608,+2.7
2026-08-09,Subidas,Mario Soriano,MC,Deportivo La Coruna,23829510,+355697,+1.5
2026-08-09,Subidas,A. Batalla,PT,Rayo Vallecano,41860609,+351153,+0.8
2026-08-09,Subidas,Bartra,DF,Real Betis,26948492,+313316,+1.2
2026-08-09,Subidas,Jauregizar,MC,Athletic Club,26786846,+311333,+1.2
2026-08-09,Subidas,Lo Celso,MC,Real Betis,41668030,+283127,+0.7
2026-08-09,Subidas,Bellerín,DF,Real Betis,12463071,+281046,+2.3
2026-08-09,Subidas,Laporte,DF,Athletic Club,60784723,+263405,+0.4
2026-08-09,Subidas,Marc Bernal,MC,Barcelona,5313321,+260179,+5.1
2026-08-09,Subidas,Starfelt,DF,Celta Vigo,12725509,+256290,+2.1
2026-08-09,Subidas,De Frutos,DL,Rayo Vallecano,49496567,+255312,+0.5
2026-08-09,Subidas,Canales,MC,Racing Santander,18770675,+254891,+1.4
2026-08-09,Subidas,Raúl Moro,DL,Osasuna,12478303,+224580,+1.8
2026-08-09,Subidas,O. Sancet,MC,Athletic Club,52140968,+224186,+0.4
2026-08-09,Subidas,Remiro,PT,Real Sociedad,45543388,+217240,+0.5
2026-08-09,Subidas,Llorente,DF,Real Betis,12228710,+212503,+1.8
2026-08-09,Subidas,Pathé I. Ciss,MC,Rayo Vallecano,11253677,+212107,+1.9
2026-08-09,Subidas,Natan,DF,Real Betis,43590170,+210777,+0.5
2026-08-09,Subidas,Mbappé,DL,Real Madrid,130742233,+194333,+0.1
2026-08-09,Subidas,Aramburu,DF,Real Sociedad,16025462,+191988,+1.2
2026-08-09,Subidas,C. Alvarez,MC,Levante,18858106,+182270,+1.0
2026-08-09,Subidas,De Galarreta,MC,Athletic Club,11260254,+169755,+1.5
2026-08-09,Subidas,G. Puerta,MC,Racing Santander,11420385,+169498,+1.5
2026-08-09,Subidas,Noubi,DF,Deportivo La Coruna,10956640,+166572,+1.5
2026-08-09,Subidas,A. Abqar,DF,Getafe,6152253,+164249,+2.7
2026-08-09,Subidas,Guruzeta,DL,Athletic Club,12668579,+162045,+1.3
2026-08-09,Subidas,El Hilali,DF,Espanyol,8166837,+155949,+1.9
2026-08-09,Subidas,Roberto,DL,Espanyol,5931358,+129551,+2.2
2026-08-09,Subidas,Dani Lorenzo,MC,Malaga,9284638,+128092,+1.4
2026-08-09,Subidas,Danjuma,DL,Valencia,4773879,+125333,+2.7
2026-08-09,Subidas,Dimitrievski,PT,Valencia,11759097,+124933,+1.1
2026-08-09,Subidas,Álvaro García,MC,Rayo Vallecano,17235240,+115932,+0.7
2026-08-09,Subidas,Abel Bretones,DF,Osasuna,3042102,+112587,+3.8
2026-08-09,Subidas,A. Herrero,PT,Malaga,7321485,+111817,+1.6
2026-08-09,Subidas,Aimar,MC,Osasuna,15031489,+90410,+0.6
2026-08-09,Subidas,Moncayola,MC,Osasuna,6252633,+82666,+1.3
2026-08-09,Subidas,Marc Roca,MC,Real Betis,5009468,+81810,+1.7
2026-08-09,Subidas,Ilaix Moriba,MC,Celta Vigo,10500139,+77334,+0.7
2026-08-09,Subidas,Paredes,DF,Athletic Club,4444613,+73446,+1.7
2026-08-09,Subidas,Yeray,DF,Athletic Club,4212391,+62823,+1.5
2026-08-09,Subidas,Júnior R.,PT,Villarreal,41006939,+62428,+0.2
2026-08-09,Subidas,Areso,DF,Athletic Club,2588119,+59780,+2.4
2026-08-09,Subidas,Cala,DL,Espanyol,3578930,+59316,+1.7
2026-08-09,Subidas,Olasagasti,MC,Levante,3840476,+46487,+1.2
