fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-08-18,Subidas,Foyth,DF,Villarreal,12898244,+331746,+2.6
2026-08-18,Subidas,Javi Guerra,MC,Valencia,24501109,+160714,+0.7
2026-08-18,Subidas,Boyomo,DF,Osasuna,28359962,+90363,+0.3
2026-08-18,Subidas,Pablo Ramón,DF,Racing,524834,+18387,+3.6
2026-08-18,Bajadas,Pablo Durán,DL,Celta,971629,-25347,-2.5
2026-08-18,Bajadas,Camello,DL,Rayo Vallecano,3052092,-33454,-1.1
2026-08-18,Bajadas,RamisDTOsasuna,,,1350815,-41083,-3.0
2026-08-18,Bajadas,D. Villares,MC,Deportivo,2393361,-48685,-2.0
2026-08-18,Bajadas,C. Puga,DF,Málaga,5102130,-68363,-1.3
2026-08-18,Bajadas,FAFacu,DF,Racing,2925449,-78539,-2.6
2026-08-18,Bajadas,Isaac,DL,Sevilla,6303616,-139810,-2.2
