fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-08-26,Subidas,1Raphinha,DL,Barcelona,102136168,+2627489,+2.6
2026-08-26,Subidas,2Kang-In Lee,MC,Atlético,48966230,+1851339,+3.9
2026-08-26,Subidas,3Fermín,MC,Barcelona,77855000,+1814896,+2.4
2026-08-26,Subidas,4Aubameyang,DL,Deportivo,48282390,+1787535,+3.8
2026-08-26,Subidas,5Adeyemi,DL,Barcelona,42836443,+1588347,+3.9
2026-08-26,Subidas,6Arda Güler,MC,Real Madrid,65190421,+1473694,+2.3
2026-08-26,Subidas,7Mikautadze,DL,Villarreal,69651107,+1320976,+1.9
2026-08-26,Subidas,8Eric,DF,Barcelona,50306563,+1269668,+2.6
2026-08-26,Subidas,9Fornals,MC,Real Betis,59300203,+1024499,+1.8
2026-08-26,Subidas,10Pepe,DL,Villarreal,64607793,+1024234,+1.6
2026-08-26,Subidas,11Gerard Martín,DF,Barcelona,41273430,+975606,+2.4
2026-08-26,Subidas,12Giuliano,DL,Atlético,41281126,+943027,+2.3
2026-08-26,Subidas,13Konaté,DF,Real Madrid,48629681,+901698,+1.9
2026-08-26,Subidas,14David Soria,PT,Getafe,25899108,+858748,+3.4
2026-08-26,Subidas,15Bellingham,MC,Real Madrid,95316537,+807943,+0.9
2026-08-26,Subidas,16Á. Valles,PT,Real Betis,37088167,+746713,+2.1
2026-08-26,Subidas,17Bartra,DF,Real Betis,29241716,+727355,+2.6
2026-08-26,Subidas,18Antony,DL,Real Betis,65937223,+697887,+1.1
2026-08-26,Subidas,19Marcos Alonso,DF,Celta,29028122,+697171,+2.5
2026-08-26,Subidas,20Huijsen,DF,Real Madrid,40852244,+687733,+1.7
2026-08-26,Subidas,Enes Ünal,DL,Getafe,14307303,+685748,+5.0
2026-08-26,Subidas,Carlos Espí,DL,Real Madrid,12223446,+662642,+5.7
2026-08-26,Subidas,Fran García,DF,Real Betis,12329561,+657811,+5.6
2026-08-26,Subidas,Cucho,DL,Real Betis,45233247,+652272,+1.5
2026-08-26,Subidas,Oso,DF,Sevilla,13683532,+631911,+4.8
2026-08-26,Subidas,Tenaglia,DF,Alavés,21457530,+630956,+3.0
2026-08-26,Subidas,Koke,MC,Atlético,17312945,+627377,+3.8
2026-08-26,Subidas,Roberto,DL,Espanyol,12710505,+588850,+4.9
2026-08-26,Subidas,Rodri,MC,Barcelona,76745073,+565494,+0.7
2026-08-26,Subidas,Mojica,DF,Getafe,13312164,+553984,+4.3
2026-08-26,Subidas,Marc Pubill,DF,Atlético,54181866,+553837,+1.0
2026-08-26,Subidas,Djene,DF,Getafe,10923694,+546938,+5.3
2026-08-26,Subidas,Vlachodimos,PT,Sevilla,23459405,+532220,+2.3
2026-08-26,Subidas,Mariano,DL,Alavés,4541919,+493800,+12.2
2026-08-26,Subidas,Guido Rodríguez,MC,Valencia,24520433,+478051,+2.0
2026-08-26,Subidas,Ryan,PT,Levante,13993027,+473153,+3.5
2026-08-26,Subidas,Dimitrievski,PT,Valencia,17467839,+454571,+2.7
2026-08-26,Subidas,Zaid Romero,DF,Getafe,26990629,+453332,+1.7
2026-08-26,Subidas,Barrios,MC,Atlético,47911505,+452631,+1.0
2026-08-26,Subidas,Riquelme,MC,Real Betis,6060387,+430358,+7.6
2026-08-26,Subidas,Foyth,DF,Villarreal,16025776,+430148,+2.8
2026-08-26,Subidas,Sangante,DF,Sevilla,10440014,+416306,+4.2
2026-08-26,Subidas,Pathé I. Ciss,MC,Rayo Vallecano,17580428,+409106,+2.4
2026-08-26,Subidas,Dolan,DL,Espanyol,9577591,+409028,+4.5
2026-08-26,Subidas,Agirrezabala,PT,Racing,5794121,+403567,+7.5
2026-08-26,Subidas,Sivera,PT,Alavés,37730048,+390995,+1.0
2026-08-26,Subidas,Tárrega,DF,Valencia,10039656,+381589,+4.0
2026-08-26,Subidas,Gerard,DL,Villarreal,26672940,+378393,+1.4
2026-08-26,Subidas,Álex Baena,MC,Atlético,55056385,+371669,+0.7
2026-08-26,Subidas,Paredes,DF,Athletic Club,6545105,+362384,+5.9
2026-08-26,Subidas,Javi Rodríguez,DF,Celta,9903779,+310235,+3.2
2026-08-26,Subidas,Pepelu,MC,Valencia,8507184,+301911,+3.7
2026-08-26,Subidas,Yeray,DF,Athletic Club,5791820,+297778,+5.4
2026-08-26,Subidas,Mangala,MC,Getafe,10882116,+289239,+2.7
2026-08-26,Subidas,Nuñez,DF,Espanyol,6217215,+283435,+4.8
2026-08-26,Subidas,Hancko,DF,Atlético,43938097,+281030,+0.6
2026-08-26,Subidas,G. Villar,MC,Elche CF,7861066,+279560,+3.7
2026-08-26,Subidas,Dmitrovic,PT,Espanyol,41905585,+279141,+0.7
2026-08-26,Subidas,Marc Bernal,MC,Barcelona,8888662,+268399,+3.1
2026-08-26,Subidas,Rubén García,MC,Osasuna,13651089,+260790,+1.9
2026-08-26,Subidas,Unai Lopez,MC,Rayo Vallecano,7527261,+258962,+3.6
2026-08-26,Subidas,Javi Hernández,MC,Espanyol,9907529,+249099,+2.6
2026-08-26,Subidas,Peio Canales,MC,Athletic Club,9633557,+243909,+2.6
2026-08-26,Subidas,Natan,DF,Real Betis,37735206,+242479,+0.6
2026-08-26,Subidas,Edu Expósito,MC,Espanyol,31570828,+226132,+0.7
2026-08-26,Subidas,Isaac,DL,Sevilla,6460286,+225255,+3.6
2026-08-26,Subidas,Cala,DL,Espanyol,4728756,+225017,+5.0
2026-08-26,Subidas,Iñigo Vicente,DL,Racing,21210070,+218847,+1.0
2026-08-26,Subidas,Canales,MC,Racing,27632822,+211551,+0.8
2026-08-26,Subidas,Bellerín,DF,Real Betis,15243630,+206387,+1.4
2026-08-26,Subidas,R. Terrats,MC,Getafe,3941037,+201885,+5.4
2026-08-26,Subidas,Amatucci,MC,Deportivo,14428478,+196935,+1.4
2026-08-26,Subidas,Xavi Espart,DF,Barcelona,868507,+190891,+28.2
2026-08-26,Subidas,Marc Roca,MC,Real Betis,6031695,+190027,+3.3
2026-08-26,Subidas,A. Herrero,PT,Málaga,9381793,+186044,+2.0
2026-08-26,Subidas,Abel Bretones,DF,Osasuna,4463288,+185303,+4.3
2026-08-26,Subidas,Jorge Salinas,DF,Racing,6603741,+179258,+2.8
2026-08-26,Subidas,Febas,MC,Celta,24042606,+174259,+0.7
2026-08-26,Subidas,Ángel Pérez,DL,Alavés,7399577,+173300,+2.4
2026-08-26,Subidas,Christensen,DF,Barcelona,4863078,+168298,+3.6
2026-08-26,Subidas,Riedel,DF,Espanyol,5971374,+163488,+2.8
2026-08-26,Subidas,Gayá,DF,Valencia,10466363,+161945,+1.6
2026-08-26,Subidas,Mandi,DF,Levante,8055512,+159311,+2.0
2026-08-26,Subidas,Agoumé,MC,Sevilla,6066565,+157535,+2.7
2026-08-26,Subidas,Ibañez,MC,Alavés,4387750,+157301,+3.7
2026-08-26,Subidas,Mikel Rodriguez,MC,Alavés,1745975,+149717,+9.4
2026-08-26,Subidas,A. Rebbach,DL,Alavés,4451085,+147403,+3.4
2026-08-26,Subidas,Rafita,DF,Málaga,4870003,+145087,+3.1
2026-08-26,Subidas,Camello,DL,Rayo Vallecano,3766152,+144528,+4.0
2026-08-26,Subidas,Jonny Otto,DF,Alavés,7031603,+140856,+2.0
2026-08-26,Subidas,Koski,DF,Alavés,1990232,+140328,+7.6
2026-08-26,Subidas,M. Aguado,MC,Elche CF,5097482,+139276,+2.8
