fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-09-26,Subidas,Vlachodimos,PT,Sevilla,32792018,+95617,+0.3
2026-09-26,Bajadas,D. Villares,MC,Deportivo,1003624,-14801,-1.5
2026-09-26,Bajadas,A. Rebbach,DL,Alavés,5067395,-39496,-0.8
2026-09-26,Bajadas,Iñigo Perez,DT,Villarreal,797295,-12751,-1.6
2026-09-26,Subidas,Yoel Lago,DF,Celta,10303231,+499189,+5.1
2026-09-26,Bajadas,Gudelj,MC,Getafe,5472850,-95993,-1.7
2026-09-26,Bajadas,Claudio Giraldez,DT,Celta,799314,-12835,-1.6
2026-09-26,Subidas,Luismi Cruz,DL,Deportivo,11318727,+126280,+1.1
2026-09-26,Subidas,Sucic,MC,Real Sociedad,15306972,+643466,+4.4
2026-09-26,Bajadas,Aihen,DF,Real Sociedad,635438,-6007,-0.9
2026-09-26,Subidas,Koski,DF,Alavés,20873650,+1077124,+5.4
2026-09-26,Subidas,Germán V.,MC,Elche CF,13440065,+43142,+0.3
2026-09-26,Subidas,Kang-In Lee,MC,Atlético,73286439,+1932768,+2.7
2026-09-26,Subidas,Á. Valles,PT,Real Betis,62935088,+1260284,+2.0
