fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-09-02,Subidas,1Raphinha,DL,Barcelona,119942690,+3435108,+2.9
2026-09-02,Subidas,2Kang-In Lee,MC,Atlético,60160244,+2376603,+4.1
2026-09-02,Subidas,3Bellingham,MC,Real Madrid,109059441,+2215503,+2.1
2026-09-02,Subidas,4Álex Baena,MC,Atlético,60463380,+2173415,+3.7
2026-09-02,Subidas,5Aubameyang,DL,Deportivo,62772649,+2034971,+3.4
2026-09-02,Subidas,6Arda Güler,MC,Real Madrid,75102038,+2012581,+2.8
2026-09-02,Subidas,7Gordon,DL,Barcelona,69575063,+1724982,+2.5
2026-09-02,Subidas,8Mbappé,DL,Real Madrid,136399145,+1545437,+1.1
2026-09-02,Subidas,9Tenaglia,DF,Alavés,27458120,+1322413,+5.1
2026-09-02,Subidas,10Roberto,DL,Espanyol,18331663,+1306127,+7.7
2026-09-02,Subidas,11Xavi Espart,DF,Barcelona,4466830,+1206234,+37.0
2026-09-02,Subidas,12Huijsen,DF,Real Madrid,47698910,+1197628,+2.6
2026-09-02,Subidas,13Barrios,MC,Atlético,51038760,+1181810,+2.4
2026-09-02,Subidas,14Marc Bernal,MC,Barcelona,12148019,+1114847,+10.1
2026-09-02,Subidas,15Budimir,DL,Osasuna,50310864,+1031943,+2.1
2026-09-02,Subidas,16Fermín,MC,Barcelona,91445773,+960301,+1.1
2026-09-02,Subidas,17Ryan,PT,Levante,18149826,+906519,+5.3
2026-09-02,Subidas,18Catena,DF,Osasuna,33547665,+777765,+2.4
2026-09-02,Subidas,19Dela,DF,Levante,13046924,+770026,+6.3
2026-09-02,Subidas,20Zaid Romero,DF,Getafe,29753751,+750067,+2.6
2026-09-02,Subidas,Oyarzabal,DL,Real Sociedad,59844308,+745933,+1.3
2026-09-02,Subidas,Riquelme,MC,Real Betis,9804148,+715852,+7.9
2026-09-02,Subidas,Blanco,MC,Alavés,16612642,+688207,+4.3
2026-09-02,Subidas,Adeyemi,DL,Barcelona,49774465,+678534,+1.4
2026-09-02,Subidas,Fran García,DF,Real Betis,17272338,+630514,+3.8
2026-09-02,Subidas,Marcos Llorente,DF,Atlético,43767044,+605336,+1.4
2026-09-02,Subidas,David Soria,PT,Getafe,31406659,+600396,+1.9
2026-09-02,Subidas,Bartra,DF,Real Betis,32457175,+561966,+1.8
2026-09-02,Subidas,Sivera,PT,Alavés,41024935,+550219,+1.4
2026-09-02,Subidas,Trent,DF,Real Madrid,20045700,+543561,+2.8
2026-09-02,Subidas,Pathé I. Ciss,MC,Rayo Vallecano,19497089,+527740,+2.8
2026-09-02,Subidas,Lamine Yamal,DL,Barcelona,124150329,+521901,+0.4
2026-09-02,Subidas,Iñigo Vicente,DL,Racing,24946825,+519168,+2.1
2026-09-02,Subidas,Gerard,DL,Villarreal,30732123,+493524,+1.6
2026-09-02,Subidas,Agirrezabala,PT,Racing,8877165,+476584,+5.7
2026-09-02,Subidas,Paredes,DF,Athletic Club,8284325,+469806,+6.0
2026-09-02,Subidas,Y. Zabiri,DL,Racing,5623725,+465863,+9.0
2026-09-02,Subidas,Koski,DF,Alavés,3827161,+452171,+13.4
2026-09-02,Subidas,Lucas Boyé,DL,Alavés,13651543,+446467,+3.4
2026-09-02,Subidas,Abel Bretones,DF,Osasuna,6340236,+442794,+7.5
2026-09-02,Subidas,Olasagasti,MC,Levante,4800073,+420728,+9.6
2026-09-02,Subidas,Camello,DL,Rayo Vallecano,4745982,+417745,+9.7
2026-09-02,Subidas,Djene,DF,Getafe,14283111,+417014,+3.0
2026-09-02,Subidas,Iñaki Williams,DL,Athletic Club,24885006,+415105,+1.7
2026-09-02,Subidas,Dolan,DL,Espanyol,12305074,+414390,+3.5
2026-09-02,Subidas,Mario Soriano,MC,Deportivo,27280270,+395108,+1.5
2026-09-02,Subidas,Mariano,DL,Alavés,7900741,+393573,+5.2
2026-09-02,Subidas,Sucic,MC,Real Sociedad,5156130,+388318,+8.1
2026-09-02,Subidas,Nuñez,DF,Espanyol,8246799,+383708,+4.9
2026-09-02,Subidas,Javi Hernández,MC,Espanyol,11706912,+379008,+3.3
2026-09-02,Subidas,Marc Roca,MC,Real Betis,7548899,+374340,+5.2
2026-09-02,Subidas,Ángel Pérez,DL,Alavés,9587812,+363646,+3.9
2026-09-02,Subidas,Vlachodimos,PT,Sevilla,26628950,+361380,+1.4
2026-09-02,Subidas,Vini Jr.,DL,Real Madrid,104132450,+361089,+0.3
2026-09-02,Subidas,Jonny Otto,DF,Alavés,8807514,+359998,+4.3
2026-09-02,Subidas,M. Román,MC,Celta,6870372,+355803,+5.5
