fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-08-14,Subidas,Boyomo,DF,Osasuna,27793967,+369734,+1.3
2026-08-14,Subidas,Foyth,DF,Villarreal,11726580,+268180,+2.3
2026-08-14,Subidas,Isaac,DL,Sevilla,6375345,+68186,+1.1
2026-08-14,Subidas,Javi Guerra,MC,Valencia,23920044,+58344,+0.2
2026-08-14,Subidas,FAFacu,DF,Racing,3059538,+5400,+0.2
2026-08-14,Bajadas,C. Puga,DF,Málaga,5321940,-22290,-0.4
2026-08-14,Bajadas,Guido Rodríguez,MC,Valencia,25906133,-149625,-0.6
2026-08-14,Bajadas,Ionut Radu,PT,Celta,39711707,-349911,-0.9
2026-08-14,Bajadas,O. Sancet,MC,Athletic Club,48416099,-926621,-1.9
