fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-09-22,Subidas,Vlachodimos,PT,Sevilla,31893856,+500627,+1.6
2026-09-22,Bajadas,D. Villares,MC,Deportivo,1058490,-11616,-1.1
2026-09-22,Subidas,A. Rebbach,DL,Alavés,5184590,+6635,+0.1
2026-09-22,Bajadas,Iñigo Perez,DT,Villarreal,855338,-16824,-1.9
2026-09-22,Subidas,Yoel Lago,DF,Celta,8081540,+583168,+7.8
2026-09-22,Bajadas,Gudelj,MC,Getafe,5858786,-94074,-1.6
2026-09-22,Bajadas,Claudio Giraldez,DT,Celta,857716,-16923,-1.9
2026-09-22,Subidas,Luismi Cruz,DL,Deportivo,10726657,+152304,+1.4
2026-09-22,Subidas,Sucic,MC,Real Sociedad,12763861,+582543,+4.8
2026-09-22,Bajadas,Aihen,DF,Real Sociedad,664773,-8883,-1.3
2026-09-22,Subidas,Germán V.,MC,Elche CF,13184424,+143604,+1.1
