fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-09-01,Subidas,Amatucci,MC,Deportivo,15699719,+274196,+1.8
2026-09-01,Subidas,Zaid Romero,DF,Getafe,29003684,+205619,+0.7
2026-09-01,Subidas,Camello,DL,Rayo Vallecano,4328237,+59691,+1.4
2026-09-01,Bajadas,C. Rivero,PT,Valencia,447375,-2507,-0.6
2026-09-01,Bajadas,Denis Suárez,MC,Alavés,2552127,-3103,-0.1
2026-09-01,Bajadas,Manu Sánchez,DF,Levante,4930851,-9005,-0.2
2026-09-01,Bajadas,Iñigo Perez,DT,Villarreal,1416782,-42899,-2.9
2026-09-01,Bajadas,D. Villares,MC,Deportivo,1755014,-50180,-2.8
2026-09-01,Bajadas,Isaac,DL,Sevilla,7179603,-66996,-0.9
2026-09-01,Bajadas,C. Puga,DF,Málaga,4858901,-74425,-1.5
2026-09-01,Bajadas,Ionut Radu,PT,Celta,35025327,-169953,-0.5
2026-09-01,Bajadas,Aimar,MC,Osasuna,14280046,-250050,-1.7
2026-09-01,Bajadas,Canales,MC,Racing,27452761,-460505,-1.6
