fecha,tipo,jugador,posicion,equipo,precio_eur,cambio_eur,cambio_pct
2026-08-12,Subidas,1Raphinha,DL,Barcelona,76787126,+2463434,+3.3
2026-08-12,Subidas,2Joan García,PT,Barcelona,64639741,+1919722,+3.1
2026-08-12,Subidas,3Vini Jr.,DL,Real Madrid,105538772,+1815030,+1.7
2026-08-12,Subidas,4Bernardo Silva,MC,Real Madrid,49605693,+1617274,+3.4
2026-08-12,Subidas,5Aubameyang,DL,Deportivo La Coruna,28497392,+1309434,+4.8
2026-08-12,Subidas,6Moleiro,MC,Villarreal,65064272,+1203283,+1.9
2026-08-12,Subidas,7Mikautadze,DL,Villarreal,60355795,+1068644,+1.8
2026-08-12,Subidas,8C. Romero,DF,Villarreal,41601039,+1013867,+2.5
2026-08-12,Subidas,9Konaté,DF,Real Madrid,47909132,+1002646,+2.1
2026-08-12,Subidas,10Fermín,MC,Barcelona,60118939,+994647,+1.7
2026-08-12,Subidas,11Gerard Martín,DF,Barcelona,33156725,+909713,+2.8
2026-08-12,Subidas,12Canales,MC,Racing Santander,21067461,+872536,+4.3
2026-08-12,Subidas,13Hancko,DF,Atletico Madrid,36125215,+867422,+2.5
2026-08-12,Subidas,14Á. Valles,PT,Real Betis,31278445,+859926,+2.8
2026-08-12,Subidas,15Cucurella,DF,Real Madrid,84148931,+805687,+1.0
2026-08-12,Subidas,16Courtois,PT,Real Madrid,57802911,+779848,+1.4
2026-08-12,Subidas,17Budimir,DL,Osasuna,48297584,+764929,+1.6
2026-08-12,Subidas,18Comesaña,MC,Villarreal,32307977,+733022,+2.3
2026-08-12,Subidas,19Gueye,MC,Villarreal,47692253,+692654,+1.5
2026-08-12,Subidas,20Hjulmand,MC,Atletico Madrid,34585935,+644972,+1.9
2026-08-12,Subidas,Leo Román,PT,Deportivo La Coruna,34736993,+640087,+1.9
2026-08-12,Subidas,Vlachodimos,PT,Sevilla,16840447,+538404,+3.3
2026-08-12,Subidas,Isi,DL,Rayo Vallecano,16861463,+513062,+3.1
2026-08-12,Subidas,Dmitrovic,PT,Espanyol,36835548,+484781,+1.3
2026-08-12,Subidas,Edu Expósito,MC,Espanyol,27861801,+471583,+1.7
2026-08-12,Subidas,Dimitrievski,PT,Valencia,12906916,+461000,+3.7
2026-08-12,Subidas,Sivera,PT,Alaves,30917546,+452920,+1.5
2026-08-12,Subidas,Sergio Herrera,PT,Osasuna,40104663,+448473,+1.1
2026-08-12,Subidas,Boyomo,DF,Osasuna,27133042,+439882,+1.6
2026-08-12,Subidas,Mario Soriano,MC,Deportivo La Coruna,25000646,+437216,+1.8
2026-08-12,Subidas,Etta Eyong,DL,Levante,24930127,+417851,+1.7
2026-08-12,Subidas,Mouriño,DF,Villarreal,40188454,+412051,+1.0
2026-08-12,Subidas,Larrubia,MC,Malaga,56329657,+380659,+0.7
2026-08-12,Subidas,G. Puerta,MC,Racing Santander,12186141,+349156,+2.9
2026-08-12,Subidas,Bellerín,DF,Real Betis,13296189,+342506,+2.6
2026-08-12,Subidas,Kubo,MC,Real Sociedad,22543972,+317746,+1.4
2026-08-12,Subidas,Starfelt,DF,Celta Vigo,13514400,+280309,+2.1
2026-08-12,Subidas,Jauregizar,MC,Athletic Club,27768868,+276340,+1.0
2026-08-12,Subidas,Marc Bernal,MC,Barcelona,6097387,+253588,+4.3
2026-08-12,Subidas,Foyth,DF,Villarreal,11223086,+237052,+2.2
2026-08-12,Subidas,Ayoze,DL,Villarreal,16204294,+234378,+1.5
2026-08-12,Subidas,Guruzeta,DL,Athletic Club,13237206,+234120,+1.8
2026-08-12,Subidas,Bartra,DF,Real Betis,27726365,+218101,+0.8
2026-08-12,Subidas,Febas,MC,Celta Vigo,23395585,+201950,+0.9
2026-08-12,Subidas,A. Herrero,PT,Malaga,7829805,+184939,+2.4
2026-08-12,Subidas,A. Abqar,DF,Getafe,6630106,+181567,+2.8
2026-08-12,Subidas,Noubi,DF,Deportivo La Coruna,11551986,+178104,+1.6
2026-08-12,Subidas,Rubén García,MC,Osasuna,13264533,+177063,+1.4
2026-08-12,Subidas,Roberto,DL,Espanyol,6489358,+176502,+2.8
2026-08-12,Subidas,Affengruber,DF,Elche,33431214,+173680,+0.5
2026-08-12,Subidas,De Galarreta,MC,Athletic Club,11892384,+170952,+1.5
2026-08-12,Subidas,M. Dituro,PT,Elche,7026445,+164295,+2.4
2026-08-12,Subidas,Aimar,MC,Osasuna,15529432,+156258,+1.0
2026-08-12,Subidas,Aramburu,DF,Real Sociedad,16715967,+155308,+0.9
2026-08-12,Subidas,Julián Alvarez,DL,Atletico Madrid,69614424,+154467,+0.2
